ideology,religion,risk_seeking,expend_total,seems_fun,enjoy_thinking,self_control,risk_aversion,gender,age,marital,employment,urban,education,income,white,black,hispanic,income_delta,expend_delta,overconfidence,lottery_payout,happiness,financial_literacy,financial_numeracy,gamblers_fallacy,non_belief_lln,ev_miscalculation,income_effects_delta_pct,state,expenditures_share_income,education_5,education_10,education_15,education_20
Slightly Liberal,0.0,-5,0.0,0 - Neutral,3 - Strongly Agree,0 - The right amount,No financial risks.,Male,47.0,0.0,1.0,Metro Area,12.0,27.5,0.0,0.0,1.0,7.5,0.0,0.5,0.45,1.0,1.0,0.6666667,0.0,0.010366667,0.25,0.0,FL,0.0,1,1,0,0
Conservative,0.0,-3,50.0,3 - Strongly Agree,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,67.0,Married,1.0,Metro Area,13.0,112.5,1.0,0.0,0.0,0.0,0.0,0.1,0.15,5.0,1.0,1.0,0.0,0.42703333,0.25,7.5,FL,0.4444444444444444,1,1,0,0
Moderate,0.0,-5,2.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,43.0,Married,0.0,Metro Area,16.0,112.5,0.0,0.0,1.0,17.5,0.0,0.1,0.25,3.0,0.6,0.33333334,0.0,0.42703333,1.0,0.0,FL,0.017777777777777778,1,1,1,0
Slightly Conservative,0.0,-5,0.0,-2,-2,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Male,73.0,Married,0.0,Metro Area,16.0,112.5,1.0,0.0,0.0,2.5,0.0,0.0,0.25,-3.0,1.0,0.6666667,0.0,0.7053,0.0,0.0,FL,0.0,1,1,1,0
Moderate,0.0,-5,30.0,2,2,0 - The right amount,No financial risks.,Female,57.0,0.0,1.0,Metro Area,12.0,27.5,1.0,0.0,0.0,7.5,-50.0,0.0,0.25,8.0,0.8,0.33333334,0.33333334,0.42703333,0.5,0.0,FL,1.0909090909090908,1,1,0,0
Liberal,1.0,-1 - Very unwilling,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,-3 - Far too little,No financial risks.,Male,62.0,Married,0.0,Metro Area,12.0,27.5,0.0,1.0,0.0,-50.0,-50.0,0.0,0.05,0.0,0.4,0.0,0.6666667,0.5937,1.0,-50.0,FL,0.0,1,1,0,0
Extremely Liberal,0.0,-4,30.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,23.0,0.0,1.0,Metro Area,13.0,55.0,0.0,0.0,1.0,-2.5,50.0,0.0,0.05,0.0,0.6,0.6666667,0.0,0.42703333,1.0,-50.0,FL,0.5454545454545454,1,1,0,0
Slightly Liberal,1.0,-5,5.0,0 - Neutral,3 - Strongly Agree,0 - The right amount,No financial risks.,Male,58.0,Married,1.0,Metro Area,16.0,162.5,1.0,0.0,0.0,-17.5,7.5,0.0,0.25,2.0,0.8,1.0,0.0,0.42703333,0.25,-7.5,FL,0.03076923076923077,1,1,1,0
Conservative,0.0,-4,100.0,2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,52.0,Married,1.0,Metro Area,13.0,55.0,0.0,0.0,1.0,2.5,7.5,0.1,0.35,-8.0,0.8,0.33333334,0.6666667,0.36036667,1.0,-37.5,FL,1.8181818181818181,1,1,0,0
Slightly Liberal,0.0,-5,100.0,1,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,34.0,Married,1.0,Metro Area,14.0,67.5,0.0,0.0,1.0,7.5,2.5,0.0,0.35,0.0,0.8,0.33333334,0.0,0.42703333,1.0,0.0,FL,1.4814814814814814,1,1,0,0
Liberal,0.0,-4,5.0,0 - Neutral,1,0 - The right amount,No financial risks.,Female,58.0,0.0,1.0,Metro Area,18.0,17.5,1.0,0.0,0.0,2.5,0.0,-0.1,0.55,0.0,0.8,1.0,0.0,0.9070333,0.0,50.0,FL,0.2857142857142857,1,1,1,0
Conservative,0.0,-5,0.0,0 - Neutral,0 - Neutral,-2,Above-average financial risks expecting to earn above-average returns.,Male,59.0,0.0,1.0,Metro Area,12.0,187.5,1.0,0.0,0.0,37.5,0.0,0.0,0.05,7.0,1.0,0.6666667,0.6666667,0.42703333,0.5,2.5,FL,0.0,1,1,0,0
Moderate,0.0,-5,15.0,0 - Neutral,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,23.0,0.0,1.0,Metro Area,11.0,67.5,1.0,0.0,0.0,2.5,7.5,0.0,0.25,0.0,0.6,0.6666667,0.33333334,0.5270333,1.0,0.0,FL,0.2222222222222222,1,1,0,0
Conservative,1.0,-3,16.0,2,1,1,No financial risks.,Male,59.0,Married,0.0,Metro Area,13.0,22.5,1.0,0.0,0.0,7.5,0.0,0.0,0.15,7.0,0.8,0.6666667,0.0,0.42703333,1.0,-50.0,FL,0.7111111111111111,1,1,0,0
Moderate,1.0,-2,10.0,0 - Neutral,3 - Strongly Agree,-2,No financial risks.,Male,30.0,0.0,1.0,Metro Area,12.0,80.0,0.0,0.0,1.0,0.0,-2.5,0.0,0.15,10.0,0.4,0.0,1.0,0.1271,1.0,0.0,FL,0.125,1,1,0,0
Extremely Liberal,0.0,-3,100.0,0 - Neutral,0 - Neutral,-1,No financial risks.,Female,28.0,0.0,0.0,Metro Area,18.0,12.5,0.0,0.0,0.0,-37.5,-37.5,-0.1,0.45,0.0,0.6,1.0,0.0,0.072966665,0.25,-7.5,FL,8.0,1,1,1,0
Liberal,0.0,-1 - Very unwilling,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Male,71.0,Married,0.0,Metro Area,13.0,55.0,0.0,0.0,1.0,2.5,-50.0,0.0,0.05,,1.0,0.6666667,0.0,0.5937,1.0,-50.0,FL,0.0,1,1,0,0
Extremely Liberal,0.0,-4,25.0,2,2,-1,Average financial risks expecting to earn average returns.,Male,58.0,0.0,1.0,Metro Area,14.0,67.5,0.0,0.0,0.0,2.5,2.5,-0.1,0.25,3.0,0.8,1.0,0.6666667,0.42703333,0.75,0.0,FL,0.37037037037037035,1,1,0,0
Conservative,0.0,-4,1.0,-1,0 - Neutral,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,61.0,0.0,1.0,Metro Area,14.0,112.5,1.0,0.0,0.0,2.5,0.0,0.0,0.85,1.0,1.0,1.0,0.0,0.3137,0.25,0.0,FL,0.008888888888888889,1,1,0,0
Conservative,1.0,-3,0.0,1,1,0 - The right amount,No financial risks.,Female,47.0,Married,1.0,Metro Area,14.0,45.0,1.0,0.0,0.0,2.5,0.0,0.0,0.15,-7.0,0.8,0.0,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,0,0
Liberal,0.0,-4,0.0,0 - Neutral,-2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,58.0,0.0,1.0,Metro Area,14.0,12.5,1.0,0.0,0.0,-17.5,0.0,0.0,0.25,0.0,1.0,0.6666667,0.0,0.42703333,0.0,0.0,FL,0.0,1,1,0,0
Slightly Liberal,1.0,-5,10.0,1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,59.0,0.0,1.0,Metro Area,16.0,55.0,0.0,0.0,0.0,-17.5,2.5,0.1,0.75,1.5,1.0,0.6666667,0.0,0.07196666,1.0,7.5,FL,0.18181818181818182,1,1,1,0
Moderate,0.0,-2,1.0,-3 - Strongly Disagree,2,-1,Above-average financial risks expecting to earn above-average returns.,Male,43.0,Married,1.0,Metro Area,13.0,80.0,1.0,0.0,0.0,50.0,-2.5,-0.2,0.45,5.0,1.0,0.33333334,0.0,0.072966665,0.5,2.5,FL,0.0125,1,1,0,0
Moderate,0.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,62.0,0.0,0.0,Metro Area,14.0,112.5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.6666667,0.0,0.42703333,0.0,0.0,FL,0.0,1,1,0,0
Slightly Liberal,0.0,-4,0.0,0 - Neutral,3 - Strongly Agree,-3 - Far too little,No financial risks.,Female,53.0,Married,1.0,Metro Area,13.0,162.5,1.0,0.0,0.0,50.0,0.0,0.0,0.05,0.0,0.4,0.6666667,0.6666667,0.42703333,0.75,0.0,FL,0.0,1,1,0,0
Extremely Conservative,1.0,-3,0.0,0 - Neutral,1,0 - The right amount,No financial risks.,Female,73.0,Married,0.0,Metro Area,14.0,45.0,1.0,0.0,0.0,2.5,0.0,-0.1,0.15,-6.0,0.4,0.33333334,0.6666667,0.5937,1.0,0.0,FL,0.0,1,1,0,0
Slightly Liberal,0.0,-6,0.0,-1,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,46.0,Married,1.0,Metro Area,16.0,187.5,1.0,0.0,0.0,17.5,-2.5,0.0,0.15,0.0,1.0,0.6666667,1.0,0.5270333,1.0,0.0,FL,0.0,1,1,1,0
Slightly Liberal,1.0,-4,5.0,2,2,-2,Average financial risks expecting to earn average returns.,Female,69.0,Married,0.0,Metro Area,13.0,67.5,0.0,0.0,1.0,2.5,0.0,0.0,0.55,-8.0,0.6,0.0,0.0,0.42703333,0.75,0.0,FL,0.07407407407407407,1,1,0,0
Conservative,1.0,-5,15.0,0 - Neutral,3 - Strongly Agree,-3 - Far too little,Substantial financial risks expecting to earn substantial returns.,Female,38.0,0.0,1.0,Metro Area,16.0,55.0,0.0,0.0,1.0,17.5,-50.0,0.0,0.05,7.0,0.8,0.6666667,0.33333334,0.6053,0.5,0.0,FL,0.2727272727272727,1,1,1,0
Moderate,0.0,-4,5.0,0 - Neutral,0 - Neutral,-3 - Far too little,Above-average financial risks expecting to earn above-average returns.,Male,57.0,Married,0.0,Metro Area,18.0,187.5,0.0,0.0,0.0,2.5,-2.5,0.0,0.65,2.21,1.0,1.0,0.0,0.42703333,0.25,0.0,FL,0.02666666666666667,1,1,1,0
Moderate,1.0,-4,100.0,2,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,52.0,Married,1.0,Metro Area,14.0,80.0,0.0,1.0,0.0,-17.5,0.0,0.0,0.35,9.0,0.8,0.0,0.6666667,0.32703334,1.0,0.0,FL,1.25,1,1,0,0
Slightly Conservative,0.0,-4,0.0,1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,52.0,Married,1.0,Metro Area,20.0,137.5,1.0,0.0,0.0,17.5,0.0,0.0,0.05,7.0,1.0,0.6666667,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,1,1
Slightly Liberal,0.0,-5,15.0,-1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,21.0,0.0,0.0,Metro Area,13.0,92.5,1.0,0.0,0.0,17.5,0.0,0.0,0.05,3.0,0.4,1.0,0.0,0.42703333,0.0,-7.5,FL,0.16216216216216217,1,1,0,0
Slightly Liberal,0.0,-3,0.0,-1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Male,76.0,Married,0.0,Metro Area,13.0,67.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.35,1.0,1.0,1.0,0.0,0.14863333,0.5,2.5,FL,0.0,1,1,0,0
Conservative,0.0,-5,0.0,0 - Neutral,3 - Strongly Agree,1,Above-average financial risks expecting to earn above-average returns.,Female,47.0,0.0,1.0,Metro Area,12.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,7.0,1.0,0.6666667,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,0,0
Slightly Liberal,0.0,-5,0.0,2,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,26.0,0.0,1.0,Metro Area,18.0,5.0,1.0,0.0,0.0,7.5,-37.5,0.1,0.55,4.0,0.6,0.6666667,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,1,0
Moderate,1.0,-2,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,,No financial risks.,Female,68.0,Married,1.0,Metro Area,14.0,37.5,1.0,0.0,0.0,0.0,0.0,0.0,0.45,7.0,1.0,1.0,0.0,0.42703333,0.25,0.0,FL,0.0,1,1,0,0
Moderate,1.0,-5,30.0,2,2,-1,Average financial risks expecting to earn average returns.,Female,47.0,0.0,1.0,Metro Area,16.0,67.5,1.0,0.0,0.0,7.5,-2.5,0.0,0.35,5.0,1.0,1.0,0.0,0.42703333,1.0,7.5,FL,0.4444444444444444,1,1,1,0
Conservative,0.0,-4,0.0,0 - Neutral,3 - Strongly Agree,-1,Average financial risks expecting to earn average returns.,Male,29.0,0.0,1.0,Metro Area,13.0,67.5,0.0,0.0,1.0,7.5,,,0.65,,0.6,0.6666667,0.6666667,0.6088397,1.0,0.0,FL,0.0,1,1,0,0
Moderate,0.0,-7 - Very willing,0.0,-2,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,52.0,0.0,0.0,Non-Metro Area,11.0,22.5,1.0,0.0,0.0,17.5,0.0,0.4,0.35,0.0,0.4,0.33333334,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,0,0
Moderate,0.0,-4,200.0,1,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,26.0,0.0,1.0,Metro Area,13.0,80.0,0.0,0.0,1.0,37.5,0.0,0.5,0.15,0.0,0.6,0.33333334,0.6666667,0.34376666,1.0,7.5,FL,2.5,1,1,0,0
Moderate,0.0,-1 - Very unwilling,20.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Female,43.0,Married,0.0,Metro Area,16.0,27.5,0.0,0.0,1.0,7.5,0.0,0.2,0.15,0.0,0.6,0.6666667,1.0,0.3737,0.5,0.0,FL,0.7272727272727273,1,1,1,0
Moderate,0.0,-5,50.0,2,1,1,Above-average financial risks expecting to earn above-average returns.,Male,42.0,Married,1.0,Metro Area,12.0,45.0,1.0,0.0,0.0,-37.5,0.0,0.0,0.35,7.0,0.4,0.33333334,1.0,0.57703334,1.0,7.5,FL,1.1111111111111112,1,1,0,0
Extremely Liberal,0.0,-3,1000.0,2,2,-1,No financial risks.,Male,55.0,0.0,1.0,Metro Area,14.0,45.0,1.0,0.0,0.0,0.0,-50.0,0.0,0.15,0.0,0.4,0.33333334,0.0,0.42703333,1.0,-50.0,FL,22.22222222222222,1,1,0,0
Slightly Conservative,1.0,-7 - Very willing,0.0,-3 - Strongly Disagree,3 - Strongly Agree,0 - The right amount,Substantial financial risks expecting to earn substantial returns.,Male,32.0,Married,1.0,Metro Area,16.0,55.0,0.0,0.0,0.0,-37.5,-50.0,0.0,0.05,-8.0,1.0,1.0,0.0,0.42703333,0.5,-37.5,FL,0.0,1,1,1,0
Conservative,0.0,-5,1.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,42.0,0.0,1.0,Metro Area,14.0,37.5,0.0,0.0,1.0,-7.5,0.0,0.0,0.05,4.0,0.4,0.33333334,0.0,0.42703333,1.0,0.0,FL,0.02666666666666667,1,1,0,0
Extremely Liberal,0.0,-2,0.0,-1,1,0 - The right amount,No financial risks.,Female,69.0,Married,1.0,Metro Area,18.0,112.5,1.0,0.0,0.0,-2.5,0.0,0.0,0.15,-5.0,1.0,1.0,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,1,0
Liberal,1.0,-4,1.0,0 - Neutral,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,58.0,Married,1.0,Metro Area,16.0,55.0,1.0,0.0,0.0,2.5,-7.5,-0.1,0.45,0.0,1.0,1.0,0.0,0.110366665,0.0,2.5,FL,0.01818181818181818,1,1,1,0
Conservative,1.0,-4,10.0,1,3 - Strongly Agree,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Female,49.0,Married,1.0,Metro Area,18.0,92.5,0.0,0.0,1.0,2.5,0.0,0.0,0.35,2.21,1.0,1.0,0.0,0.9270333,0.0,7.5,FL,0.10810810810810811,1,1,1,0
Moderate,0.0,-4,75.0,2,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,57.0,Married,1.0,Metro Area,12.0,80.0,1.0,0.0,0.0,2.5,2.5,0.0,0.15,10.0,1.0,0.6666667,1.0,0.5937,1.0,17.5,FL,0.9375,1,1,0,0
Conservative,0.0,-4,20.0,2,2,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,47.0,Married,1.0,Metro Area,14.0,137.5,1.0,0.0,0.0,2.5,2.5,0.0,0.15,-8.0,1.0,0.6666667,0.0,0.42703333,1.0,-37.5,FL,0.14545454545454545,1,1,0,0
Liberal,0.0,-3,2.0,1,1,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Male,62.0,Married,1.0,Metro Area,16.0,162.5,1.0,0.0,0.0,-7.5,-17.5,0.0,0.15,-1.0,1.0,0.6666667,0.0,0.42703333,0.0,-50.0,FL,0.012307692307692308,1,1,1,0
Extremely Liberal,0.0,-4,2.0,2,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,51.0,0.0,1.0,Metro Area,18.0,92.5,1.0,0.0,0.0,2.5,2.5,0.0,0.15,-10.0,1.0,0.6666667,0.0,0.42703333,0.75,0.0,FL,0.021621621621621623,1,1,1,0
Slightly Conservative,1.0,-2,10.0,3 - Strongly Agree,2,-1,Average financial risks expecting to earn average returns.,Female,60.0,Married,1.0,Metro Area,16.0,112.5,1.0,0.0,0.0,17.5,0.0,0.4,0.15,5.0,1.0,1.0,1.0,0.46036667,0.5,0.0,FL,0.08888888888888889,1,1,1,0
Liberal,0.0,-4,50.0,1,1,-2,Average financial risks expecting to earn average returns.,Female,23.0,Married,0.0,Metro Area,13.0,45.0,0.0,0.0,1.0,2.5,37.5,0.0,0.05,0.0,0.4,0.6666667,0.0,0.42703333,1.0,50.0,FL,1.1111111111111112,1,1,0,0
Extremely Conservative,0.0,-4,6.0,1,2,1,Average financial risks expecting to earn average returns.,Male,34.0,0.0,1.0,Metro Area,13.0,112.5,1.0,0.0,0.0,0.0,0.0,0.2,0.25,-5.0,1.0,1.0,0.0,0.42703333,1.0,0.0,FL,0.05333333333333334,1,1,0,0
Extremely Liberal,0.0,-5,0.0,-1,-1,0 - The right amount,Average financial risks expecting to earn average returns.,Female,29.0,Married,1.0,Metro Area,14.0,112.5,0.0,0.0,1.0,17.5,0.0,0.1,0.25,7.0,0.8,1.0,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,0,0
Moderate,0.0,-4,40.0,1,0 - Neutral,-2,No financial risks.,Female,49.0,0.0,1.0,Metro Area,13.0,37.5,0.0,0.0,1.0,0.0,0.0,-0.2,0.75,0.0,0.8,0.33333334,1.0,0.4937,1.0,0.0,FL,1.0666666666666667,1,1,0,0
Conservative,1.0,-5,5.0,1,2,0 - The right amount,No financial risks.,Female,60.0,0.0,1.0,Metro Area,13.0,17.5,1.0,0.0,0.0,17.5,-37.5,0.0,0.05,7.0,0.8,0.6666667,0.33333334,0.42703333,1.0,7.5,FL,0.2857142857142857,1,1,0,0
Extremely Liberal,0.0,-3,0.0,-2,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,23.0,0.0,0.0,Metro Area,13.0,32.5,0.0,0.0,1.0,50.0,-50.0,0.0,0.25,8.0,0.4,0.33333334,0.0,0.6088397,1.0,2.5,FL,0.0,1,1,0,0
Conservative,1.0,-5,50.0,-3 - Strongly Disagree,3 - Strongly Agree,-1,Above-average financial risks expecting to earn above-average returns.,Female,39.0,Married,1.0,Metro Area,18.0,112.5,0.0,1.0,0.0,2.5,0.0,0.0,0.25,7.0,0.6,1.0,1.0,0.42703333,1.0,-50.0,FL,0.4444444444444444,1,1,1,0
Moderate,0.0,-4,0.0,0 - Neutral,0 - Neutral,-3 - Far too little,No financial risks.,Male,45.0,0.0,0.0,Metro Area,12.0,12.5,1.0,0.0,0.0,-7.5,-50.0,-0.4,0.15,0.0,0.6,0.6666667,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,0,0
Slightly Conservative,1.0,-2,0.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Female,48.0,Married,1.0,Metro Area,18.0,92.5,0.0,1.0,0.0,-17.5,0.0,0.1,0.25,-5.0,0.4,0.0,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,1,0
Slightly Liberal,0.0,-4,59.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,33.0,0.0,1.0,Metro Area,16.0,55.0,0.0,1.0,0.0,2.5,7.5,0.0,0.25,5.0,0.6,0.0,1.0,0.47703335,0.5,0.0,FL,1.0727272727272728,1,1,1,0
Moderate,1.0,-1 - Very unwilling,20.0,0 - Neutral,0 - Neutral,-3 - Far too little,Average financial risks expecting to earn average returns.,Female,58.0,Married,1.0,Metro Area,13.0,80.0,0.0,1.0,0.0,7.5,0.0,-0.7,0.55,7.0,0.6,0.33333334,0.6666667,0.039566666,0.75,0.0,FL,0.25,1,1,0,0
Liberal,0.0,-4,1.0,2,1,-1,Average financial risks expecting to earn average returns.,Male,42.0,0.0,1.0,Metro Area,18.0,45.0,1.0,0.0,0.0,2.5,0.0,0.0,0.25,0.0,1.0,0.6666667,0.0,0.17703333,1.0,0.0,FL,0.022222222222222223,1,1,1,0
Slightly Conservative,0.0,-5,0.0,2,2,0 - The right amount,Above-average financial risks expecting to earn above-average returns.,Female,79.0,Married,0.0,Metro Area,18.0,55.0,1.0,0.0,0.0,2.5,17.5,0.0,0.05,4.0,0.8,0.6666667,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,1,0
Moderate,1.0,-3,0.0,0 - Neutral,0 - Neutral,0 - The right amount,No financial risks.,Male,22.0,0.0,0.0,Metro Area,13.0,27.5,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.8,0.6666667,0.0,0.42703333,0.0,0.0,FL,0.0,1,1,0,0
Liberal,1.0,-1 - Very unwilling,0.0,0 - Neutral,0 - Neutral,0 - The right amount,Average financial risks expecting to earn average returns.,Female,70.0,0.0,1.0,Metro Area,18.0,162.5,0.0,1.0,0.0,0.0,0.0,0.0,0.25,10.0,0.8,0.6666667,1.0,0.9270333,1.0,2.5,FL,0.0,1,1,1,0
Slightly Liberal,0.0,-3,10.0,0 - Neutral,1,0 - The right amount,No financial risks.,Male,43.0,Married,1.0,Metro Area,12.0,27.5,1.0,0.0,0.0,-2.5,-50.0,0.0,0.15,0.0,0.6,0.33333334,0.6666667,0.5437,1.0,0.0,FL,0.36363636363636365,1,1,0,0
Moderate,0.0,-6,20.0,1,1,0 - The right amount,Average financial risks expecting to earn average returns.,Male,31.0,Married,1.0,Metro Area,13.0,45.0,1.0,0.0,0.0,0.0,2.5,0.0,0.75,5.0,0.6,0.33333334,1.0,0.5437,1.0,7.5,FL,0.4444444444444444,1,1,0,0
Slightly Liberal,0.0,-4,0.0,0 - Neutral,1,0 - The right amount,No financial risks.,Female,52.0,0.0,1.0,Metro Area,14.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.55,9.0,0.6,0.33333334,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,0,0
Moderate,0.0,-3,20.0,1,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Male,49.0,0.0,1.0,Metro Area,11.0,32.5,1.0,0.0,0.0,2.5,0.0,0.0,0.15,7.0,1.0,0.6666667,0.0,0.42703333,0.0,0.0,FL,0.6153846153846154,1,1,0,0
Slightly Conservative,1.0,-4,8.0,1,2,-1,Above-average financial risks expecting to earn above-average returns.,Female,60.0,0.0,0.0,Metro Area,13.0,22.5,1.0,0.0,0.0,2.5,-50.0,-0.1,0.35,5.0,0.6,0.33333334,0.33333334,0.4937,1.0,2.5,FL,0.35555555555555557,1,1,0,0
Moderate,0.0,-4,100.0,0 - Neutral,2,3 - Far too much,No financial risks.,Male,24.0,0.0,1.0,Metro Area,13.0,55.0,0.0,0.0,1.0,-2.5,0.0,-0.1,0.15,0.0,0.6,0.6666667,0.0,0.42703333,1.0,0.0,FL,1.8181818181818181,1,1,0,0
Conservative,0.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,-3 - Far too little,Average financial risks expecting to earn average returns.,Male,36.0,0.0,1.0,Metro Area,12.0,45.0,0.0,0.0,1.0,2.5,0.0,1.1,0.15,1.0,0.2,0.6666667,1.0,0.26036668,0.25,0.0,FL,0.0,1,1,0,0
Moderate,0.0,-5,30.0,1,3 - Strongly Agree,1,Above-average financial risks expecting to earn above-average returns.,Male,54.0,Married,1.0,Metro Area,14.0,80.0,1.0,0.0,0.0,7.5,-7.5,0.0,0.35,7.0,0.8,1.0,0.0,0.42703333,0.25,0.0,FL,0.375,1,1,0,0
Extremely Conservative,0.0,-5,10.0,2,2,0 - The right amount,No financial risks.,Male,30.0,0.0,1.0,Metro Area,12.0,32.5,1.0,0.0,0.0,17.5,2.5,0.1,0.45,7.0,0.8,0.6666667,0.0,0.42703333,1.0,7.5,FL,0.3076923076923077,1,1,0,0
Slightly Liberal,0.0,-5,0.0,1,2,-1,Average financial risks expecting to earn average returns.,Female,37.0,0.0,0.0,Metro Area,18.0,27.5,0.0,0.0,1.0,0.0,0.0,0.2,0.65,6.0,0.2,0.33333334,1.0,0.7270333,1.0,2.5,FL,0.0,1,1,1,0
Moderate,0.0,-4,5.0,1,2,0 - The right amount,No financial risks.,Female,34.0,Married,1.0,Metro Area,18.0,112.5,0.0,0.0,1.0,2.5,7.5,-0.1,0.35,5.0,0.6,0.33333334,0.0,0.42703333,0.75,0.0,FL,0.044444444444444446,1,1,1,0
Slightly Liberal,0.0,-3,0.0,-3 - Strongly Disagree,3 - Strongly Agree,0 - The right amount,Average financial risks expecting to earn average returns.,Female,52.0,Married,1.0,Metro Area,13.0,137.5,0.0,0.0,1.0,0.0,0.0,0.0,,10.0,0.4,0.33333334,0.0,0.42703333,1.0,0.0,FL,0.0,1,1,0,0
Conservative,1.0,-4,0.0,-3 - Strongly Disagree,-3 - Strongly Disagree,0 - The right amount,No financial risks.,Female,48.0,Married,0.0,Metro Area,13.0,55.0,1.0,0.0,0.0,7.5,0.0,0.0,0.05,7.0,1.0,0.33333334,0.0,0.42703333,0.0,0.0,FL,0.0,1,1,0,0
Moderate,1.0,-3,0.0,-2,2,0 - The right amount,Average financial risks expecting to earn average returns.,Female,53.0,Married,1.0,Metro Area,18.0,112.5,1.0,0.0,0.0,17.5,0.0,0.0,0.15,3.0,1.0,0.6666667,0.6666667,0.42703333,0.0,0.0,FL,0.0,1,1,1,0
Moderate,0.0,-6,40.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,No financial risks.,Female,32.0,0.0,0.0,Metro Area,10.0,27.5,1.0,0.0,0.0,-50.0,17.5,0.0,0.75,8.0,0.6,0.6666667,0.6666667,0.4053,1.0,17.5,FL,1.4545454545454546,1,1,0,0
Moderate,0.0,-5,0.0,1,3 - Strongly Agree,-3 - Far too little,No financial risks.,Female,42.0,0.0,1.0,Metro Area,13.0,32.5,0.0,0.0,0.0,7.5,-50.0,0.0,0.15,7.0,0.6,0.33333334,0.0,0.42703333,1.0,,FL,0.0,1,1,0,0
Liberal,0.0,-5,60.0,2,,0 - The right amount,Average financial risks expecting to earn average returns.,Male,57.0,0.0,0.0,Metro Area,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35,4.0,0.6,0.33333334,0.6666667,0.31036666,1.0,17.5,FL,12.0,1,1,0,0
Liberal,0.0,-3,0.0,3 - Strongly Agree,3 - Strongly Agree,0 - The right amount,No financial risks.,Male,61.0,Married,0.0,Metro Area,13.0,45.0,1.0,0.0,0.0,-50.0,0.0,0.0,0.55,1.0,1.0,0.6666667,0.0,0.072966665,0.0,50.0,FL,0.0,1,1,0,0
